Orthogroup	Acanthamoeba_castellani.NEFF	Babesia_bovis.T2Bo	Cryptosporidium_parvum	Eimeria_tenella	Entamoeba_histolytica.HM1IMSS	Giardia_intestinalis.AWB	Leishmania_donovani.BPK282A1	Leishmania_major.Friedlin	Maranthos_nigrum.EAF	Parvilucifera_sinerae.EAF	Perkinsus_marinus.high_quality	Plasmodium_falciparum	Sarcocystis_neurona.SN3	Theileria_annulata.Ankara	Toxoplasma_gondii	Trichomonas_vaginalis.G3	Trypanosoma_brucei.TREU927	Trypanosoma_cruzi.CLBElike
OG0024595	XP_004336122.1																	
OG0024596	XP_004336127.1																	
OG0024597	XP_004336128.1																	
OG0024598	XP_004336129.1																	
OG0024599	XP_004336131.1																	
OG0024600	XP_004336135.1																	
OG0024601	XP_004336151.1																	
OG0024602	XP_004336152.1																	
OG0024603	XP_004336167.1																	
OG0024604	XP_004336168.1																	
OG0024605	XP_004336179.1																	
OG0024606	XP_004336181.1																	
OG0024607	XP_004336187.1																	
OG0024608	XP_004336190.1																	
OG0024609	XP_004336201.1																	
OG0024610	XP_004336202.1																	
OG0024611	XP_004336204.1																	
OG0024612	XP_004336205.1																	
OG0024613	XP_004336206.1																	
OG0024614	XP_004336207.1																	
OG0024615	XP_004336208.1																	
OG0024616	XP_004336214.1																	
OG0024617	XP_004336220.1																	
OG0024618	XP_004336223.1																	
OG0024619	XP_004336228.1																	
OG0024620	XP_004336230.1																	
OG0024621	XP_004336235.1																	
OG0024622	XP_004336237.1																	
OG0024623	XP_004336242.1																	
OG0024624	XP_004336248.1																	
OG0024625	XP_004336249.1																	
OG0024626	XP_004336250.1																	
OG0024627	XP_004336251.1																	
OG0024628	XP_004336255.1																	
OG0024629	XP_004336264.1																	
OG0024630	XP_004336266.1																	
OG0024631	XP_004336267.1																	
OG0024632	XP_004336271.1																	
OG0024633	XP_004336274.1																	
OG0024634	XP_004336287.1																	
OG0024635	XP_004336298.1																	
OG0024636	XP_004336300.1																	
OG0024637	XP_004336302.1																	
OG0024638	XP_004336303.1																	
OG0024639	XP_004336308.1																	
OG0024640	XP_004336310.1																	
OG0024641	XP_004336311.1																	
OG0024642	XP_004336314.1																	
OG0024643	XP_004336319.1																	
OG0024644	XP_004336321.1																	
OG0024645	XP_004336328.1																	
OG0024646	XP_004336335.1																	
OG0024647	XP_004336338.1																	
OG0024648	XP_004336339.1																	
OG0024649	XP_004336341.1																	
OG0024650	XP_004336346.1																	
OG0024651	XP_004336348.1																	
OG0024652	XP_004336350.1																	
OG0024653	XP_004336357.1																	
OG0024654	XP_004336362.1																	
OG0024655	XP_004336373.1																	
OG0024656	XP_004336376.1																	
OG0024657	XP_004336386.1																	
OG0024658	XP_004336387.1																	
OG0024659	XP_004336402.1																	
OG0024660	XP_004336407.1																	
OG0024661	XP_004336408.1																	
OG0024662	XP_004336411.1																	
OG0024663	XP_004336414.1																	
OG0024664	XP_004336415.1																	
OG0024665	XP_004336425.1																	
OG0024666	XP_004336428.1																	
OG0024667	XP_004336430.1																	
OG0024668	XP_004336436.1																	
OG0024669	XP_004336440.1																	
OG0024670	XP_004336443.1																	
OG0024671	XP_004336446.1																	
OG0024672	XP_004336448.1																	
OG0024673	XP_004336450.1																	
OG0024674	XP_004336452.1																	
OG0024675	XP_004336464.1																	
OG0024676	XP_004336474.1																	
OG0024677	XP_004336475.1																	
OG0024678	XP_004336479.1																	
OG0024679	XP_004336482.1																	
OG0024680	XP_004336488.1																	
OG0024681	XP_004336489.1																	
OG0024682	XP_004336493.1																	
OG0024683	XP_004336494.1																	
OG0024684	XP_004336495.1																	
OG0024685	XP_004336499.1																	
OG0024686	XP_004336501.1																	
OG0024687	XP_004336518.1																	
OG0024688	XP_004336529.1																	
OG0024689	XP_004336530.1																	
OG0024690	XP_004336551.1																	
OG0024691	XP_004336557.1																	
OG0024692	XP_004336566.1																	
OG0024693	XP_004336573.1																	
OG0024694	XP_004336574.1																	
OG0024695	XP_004336583.1																	
OG0024696	XP_004336588.1																	
OG0024697	XP_004336593.1																	
OG0024698	XP_004336597.1																	
OG0024699	XP_004336599.1																	
OG0024700	XP_004336601.1																	
OG0024701	XP_004336602.1																	
OG0024702	XP_004336604.1																	
OG0024703	XP_004336609.1																	
OG0024704	XP_004336611.1																	
OG0024705	XP_004336613.1																	
OG0024706	XP_004336621.1																	
OG0024707	XP_004336623.1																	
OG0024708	XP_004336632.1																	
OG0024709	XP_004336635.1																	
OG0024710	XP_004336636.1																	
OG0024711	XP_004336637.1																	
OG0024712	XP_004336650.1																	
OG0024713	XP_004336651.1																	
OG0024714	XP_004336652.1																	
OG0024715	XP_004336654.1																	
OG0024716	XP_004336657.1																	
OG0024717	XP_004336660.1																	
OG0024718	XP_004336662.1																	
OG0024719	XP_004336667.1																	
OG0024720	XP_004336674.1																	
OG0024721	XP_004336675.1																	
OG0024722	XP_004336676.1																	
OG0024723	XP_004336677.1																	
OG0024724	XP_004336679.1																	
OG0024725	XP_004336680.1																	
OG0024726	XP_004336681.1																	
OG0024727	XP_004336683.1																	
OG0024728	XP_004336685.1																	
OG0024729	XP_004336687.1																	
OG0024730	XP_004336690.1																	
OG0024731	XP_004336691.1																	
OG0024732	XP_004336695.1																	
OG0024733	XP_004336703.1																	
OG0024734	XP_004336705.1																	
OG0024735	XP_004336706.1																	
OG0024736	XP_004336714.1																	
OG0024737	XP_004336715.1																	
OG0024738	XP_004336716.1																	
OG0024739	XP_004336726.1																	
OG0024740	XP_004336734.1																	
OG0024741	XP_004336737.1																	
OG0024742	XP_004336739.1																	
OG0024743	XP_004336745.1																	
OG0024744	XP_004336749.1																	
OG0024745	XP_004336755.1																	
OG0024746	XP_004336771.1																	
OG0024747	XP_004336772.1																	
OG0024748	XP_004336774.1																	
OG0024749	XP_004336775.1																	
OG0024750	XP_004336776.1																	
OG0024751	XP_004336778.1																	
OG0024752	XP_004336781.1																	
OG0024753	XP_004336785.1																	
OG0024754	XP_004336792.1																	
OG0024755	XP_004336795.1																	
OG0024756	XP_004336799.1																	
OG0024757	XP_004336801.1																	
OG0024758	XP_004336802.1																	
OG0024759	XP_004336803.1																	
OG0024760	XP_004336809.1																	
OG0024761	XP_004336811.1																	
OG0024762	XP_004336821.1																	
OG0024763	XP_004336823.1																	
OG0024764	XP_004336834.1																	
OG0024765	XP_004336841.1																	
OG0024766	XP_004336845.1																	
OG0024767	XP_004336848.1																	
OG0024768	XP_004336849.1																	
OG0024769	XP_004336852.1																	
OG0024770	XP_004336853.1																	
OG0024771	XP_004336854.1																	
OG0024772	XP_004336860.1																	
OG0024773	XP_004336869.1																	
OG0024774	XP_004336871.1																	
OG0024775	XP_004336874.1																	
OG0024776	XP_004336876.1																	
OG0024777	XP_004336886.1																	
OG0024778	XP_004336889.1																	
OG0024779	XP_004336890.1																	
OG0024780	XP_004336894.1																	
OG0024781	XP_004336895.1																	
OG0024782	XP_004336897.1																	
OG0024783	XP_004336904.1																	
OG0024784	XP_004336906.1																	
OG0024785	XP_004336907.1																	
OG0024786	XP_004336912.1																	
OG0024787	XP_004336920.1																	
OG0024788	XP_004336921.1																	
OG0024789	XP_004336925.1																	
OG0024790	XP_004336927.1																	
OG0024791	XP_004336933.1																	
OG0024792	XP_004336936.1																	
OG0024793	XP_004336940.1																	
OG0024794	XP_004336962.1																	
OG0024795	XP_004336963.1																	
OG0024796	XP_004336965.1																	
OG0024797	XP_004336966.1																	
OG0024798	XP_004336973.1																	
OG0024799	XP_004336976.1																	
OG0024800	XP_004336978.1																	
OG0024801	XP_004336992.1																	
OG0024802	XP_004336997.1																	
OG0024803	XP_004337012.1																	
OG0024804	XP_004337034.1																	
OG0024805	XP_004337036.1																	
OG0024806	XP_004337039.1																	
OG0024807	XP_004337046.1																	
OG0024808	XP_004337058.1																	
OG0024809	XP_004337070.1																	
OG0024810	XP_004337074.1																	
OG0024811	XP_004337089.1																	
OG0024812	XP_004337119.1																	
OG0024813	XP_004337124.1																	
OG0024814	XP_004337130.1																	
OG0024815	XP_004337131.1																	
OG0024816	XP_004337141.1																	
OG0024817	XP_004337152.1																	
OG0024818	XP_004337157.1																	
OG0024819	XP_004337162.1																	
OG0024820	XP_004337164.1																	
OG0024821	XP_004337165.1																	
OG0024822	XP_004337167.1																	
OG0024823	XP_004337175.1																	
OG0024824	XP_004337177.1																	
OG0024825	XP_004337182.1																	
OG0024826	XP_004337185.1																	
OG0024827	XP_004337196.1																	
OG0024828	XP_004337201.1																	
OG0024829	XP_004337204.1																	
OG0024830	XP_004337208.1																	
OG0024831	XP_004337215.1																	
OG0024832	XP_004337216.1																	
OG0024833	XP_004337220.1																	
OG0024834	XP_004337222.1																	
OG0024835	XP_004337225.1																	
OG0024836	XP_004337230.1																	
OG0024837	XP_004337231.1																	
OG0024838	XP_004337233.1																	
OG0024839	XP_004337236.1																	
OG0024840	XP_004337237.1																	
OG0024841	XP_004337243.1																	
OG0024842	XP_004337245.1																	
OG0024843	XP_004337256.1																	
OG0024844	XP_004337258.1																	
OG0024845	XP_004337265.1																	
OG0024846	XP_004337267.1																	
OG0024847	XP_004337268.1																	
OG0024848	XP_004337271.1																	
OG0024849	XP_004337272.1																	
OG0024850	XP_004337278.1																	
OG0024851	XP_004337279.1																	
OG0024852	XP_004337282.1																	
OG0024853	XP_004337287.1																	
OG0024854	XP_004337299.1																	
OG0024855	XP_004337301.1																	
OG0024856	XP_004337302.1																	
OG0024857	XP_004337306.1																	
OG0024858	XP_004337310.1																	
OG0024859	XP_004337314.1																	
OG0024860	XP_004337319.1																	
OG0024861	XP_004337325.1																	
OG0024862	XP_004337327.1																	
OG0024863	XP_004337330.1																	
OG0024864	XP_004337335.1																	
OG0024865	XP_004337336.1																	
